Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"SA2 (EN) by RNTRD Rent (weekly) Ranges by HIND Total Household Income (weekly)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Braidwood"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"Total",15,138,59,53,85,192,175,228,276,366,386,379,348,764,503,475,348,182,422,311,314,109,255,78,665,7127,


" Gladesville - Huntleys Point"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$75-$99",0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
"$100-$124",0,7,0,7,8,11,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,
"$125-$149",0,0,0,0,9,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
"$150-$174",0,0,0,0,9,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
"$175-$199",3,4,0,0,14,20,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,68,
"$200-$224",0,0,0,0,10,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
"$225-$249",0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,
"$250-$274",0,0,0,0,0,3,0,3,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
"$275-$299",0,0,0,4,0,0,8,4,5,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,
"$300-$324",0,0,0,7,5,5,10,3,8,15,10,8,10,10,0,0,0,0,0,0,0,0,0,0,0,94,
"$325-$349",0,0,0,0,0,3,0,5,6,12,6,0,6,5,3,6,0,0,0,0,0,0,3,0,0,54,
"$350-$374",0,0,0,0,6,3,5,9,14,19,26,13,17,13,7,4,0,0,0,0,0,0,4,0,0,137,
"$375-$399",0,0,0,0,0,4,4,0,5,14,8,10,10,14,5,7,0,0,0,0,0,0,0,0,0,105,
"$400-$424",0,0,0,0,0,8,12,14,11,30,27,13,19,34,9,16,4,0,3,0,0,0,5,0,0,190,
"$425-$449",0,0,0,0,0,0,3,5,0,6,14,15,17,17,3,6,0,0,0,0,0,0,10,0,0,109,
"$450-$474",0,0,0,0,0,0,5,9,7,14,14,14,12,34,12,17,6,0,4,0,0,3,4,3,0,155,
"$475-$499",0,0,0,0,0,0,0,0,3,6,5,5,4,20,8,7,7,5,0,0,0,0,0,0,0,76,
"$500-$524",0,4,0,0,0,5,0,0,3,10,14,11,7,27,12,6,4,0,3,0,3,0,5,0,0,108,
"$525-$549",0,0,0,0,0,0,0,0,0,4,0,4,3,12,16,8,3,0,8,4,0,0,0,0,0,69,
"$550-$649",0,0,0,0,0,0,6,9,6,16,9,12,21,73,38,35,22,16,25,12,11,0,14,0,0,320,
"$650-$749",0,5,0,0,0,0,5,6,3,5,3,9,3,25,26,19,17,10,11,8,6,0,3,0,0,169,
"$750-$849",0,0,0,0,0,0,0,0,6,4,5,3,4,12,9,14,10,0,12,13,3,7,9,0,0,111,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,4,5,12,9,0,0,0,0,49,
"$950 and over",0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,8,7,4,16,10,26,0,10,0,0,113,
"Not stated",0,5,0,4,4,7,0,4,5,0,7,5,3,6,0,0,0,0,0,0,0,0,9,10,0,70,
"Not applicable",12,51,23,36,44,148,93,155,134,158,181,161,181,364,204,260,191,125,344,290,381,201,163,57,695,4654,
"Total",26,87,28,65,128,233,188,239,240,323,353,293,320,679,363,413,286,175,438,346,446,218,244,74,695,6905,


" Hunters Hill - Woolwich"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$100-$124",0,0,0,3,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
"$125-$149",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
"$150-$174",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$175-$199",0,0,0,4,8,8,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
"$200-$224",0,0,0,0,0,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
"$225-$249",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$250-$274",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$275-$299",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$300-$324",0,0,0,0,0,4,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
"$325-$349",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$350-$374",0,0,0,0,0,0,0,3,4,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
"$375-$399",0,0,0,0,0,0,0,0,0,0,6,3,5,4,0,0,0,0,0,0,0,0,0,0,0,14,
"$400-$424",0,0,0,0,0,0,6,0,4,0,7,5,0,6,4,0,0,0,0,0,0,0,0,0,0,30,
"$425-$449",0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,20,
"$450-$474",0,0,0,0,0,0,0,0,3,0,6,4,3,11,4,0,0,0,0,0,0,0,0,0,0,36,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,15,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,5,0,0,5,0,0,0,0,0,0,35,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,
"$550-$649",0,0,0,0,0,0,0,0,0,0,7,5,6,9,5,7,4,3,8,0,0,0,0,0,0,61,
"$650-$749",0,0,0,0,0,0,0,0,5,3,0,4,0,3,5,7,0,0,0,8,0,0,3,0,0,50,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,3,8,4,0,0,0,0,0,41,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,0,6,4,6,0,0,0,0,32,
"$950 and over",0,5,0,0,0,0,3,0,9,3,0,0,0,3,6,10,6,9,16,17,17,14,7,0,0,134,
"Not stated",0,3,0,0,3,0,0,0,0,0,5,0,0,9,0,0,0,0,4,0,7,0,0,4,0,33,
"Not applicable",12,36,19,18,14,71,37,63,64,104,94,82,79,192,102,100,103,62,291,242,321,279,131,44,437,2995,
"Total",16,48,22,45,46,113,70,88,95,130,140,111,99,254,140,143,123,82,346,268,350,299,144,51,437,3670,


" Macquarie Park - Marsfield"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,
"$75-$99",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$100-$124",0,0,6,0,3,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,
"$125-$149",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,26,
"$150-$174",0,0,0,3,8,4,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,
"$175-$199",0,0,0,3,10,11,21,0,4,3,0,3,3,5,0,0,5,0,0,0,0,0,3,0,0,77,
"$200-$224",0,4,6,4,0,8,0,0,3,0,0,0,3,4,3,0,4,0,0,0,0,0,0,0,0,58,
"$225-$249",0,0,5,0,6,6,4,4,5,4,3,0,3,5,5,4,0,0,0,0,0,0,7,0,0,69,
"$250-$274",0,6,0,3,7,6,7,11,0,0,11,3,3,5,4,3,0,0,0,0,0,0,0,0,0,73,
"$275-$299",0,0,0,0,4,3,4,7,0,4,12,0,4,7,5,0,0,0,0,0,0,0,0,0,0,50,
"$300-$324",0,4,0,6,4,9,11,4,16,19,11,13,8,11,7,8,0,0,0,0,0,0,0,0,0,138,
"$325-$349",0,3,0,0,0,4,5,3,10,6,18,8,5,10,6,3,0,0,0,0,0,0,4,0,0,86,
"$350-$374",0,3,4,7,6,11,8,8,26,22,34,22,22,46,14,6,4,0,0,0,0,0,5,0,0,257,
"$375-$399",0,5,0,0,3,8,6,6,20,28,31,22,17,41,11,14,4,0,3,4,0,0,3,0,0,225,
"$400-$424",0,14,4,6,5,15,15,20,26,47,51,41,42,63,26,26,11,4,13,5,0,0,10,0,0,450,
"$425-$449",0,10,0,3,5,6,6,9,14,23,44,24,26,53,27,27,10,7,14,0,0,0,8,0,0,313,
"$450-$474",5,26,3,6,14,9,20,20,24,42,56,43,59,115,36,35,28,10,21,5,0,0,14,0,0,588,
"$475-$499",0,9,0,5,0,3,4,8,9,15,26,42,25,66,31,35,16,7,16,9,4,0,3,0,0,336,
"$500-$524",0,19,0,6,3,3,16,18,21,24,29,27,33,99,49,38,23,10,19,8,8,0,9,0,0,467,
"$525-$549",0,4,0,0,0,0,4,4,0,5,11,6,9,19,14,14,9,3,12,3,0,0,0,0,0,129,
"$550-$649",3,38,12,12,4,12,12,17,27,31,51,36,44,156,99,103,47,45,65,32,23,5,32,3,5,906,
"$650-$749",0,9,0,9,3,10,10,3,15,18,13,12,14,33,25,43,20,8,39,19,13,9,10,0,0,320,
"$750-$849",0,5,0,0,0,0,0,0,4,0,9,0,5,22,9,11,10,5,12,4,0,8,5,0,0,118,
"$850-$949",0,0,0,0,0,0,0,5,0,0,0,0,4,3,4,3,0,0,5,3,0,0,3,0,0,48,
"$950 and over",0,0,0,3,0,0,0,0,0,5,0,0,6,7,0,0,0,0,5,0,4,3,5,0,0,38,
"Not stated",0,11,0,3,4,6,3,4,6,8,9,7,8,19,0,3,7,0,3,4,0,0,16,10,0,140,
"Not applicable",13,138,60,82,81,234,161,218,215,302,306,255,244,593,320,314,225,123,242,154,138,48,150,101,1821,6548,
"Total",31,319,101,144,190,379,328,386,464,617,722,574,581,1374,694,701,427,245,491,249,197,63,300,139,1823,11543,


" North Ryde - East Ryde"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$100-$124",0,0,0,0,13,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
"$125-$149",0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
"$150-$174",0,0,0,0,11,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
"$175-$199",0,3,0,3,12,13,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
"$200-$224",0,0,0,0,3,12,0,5,0,0,6,0,0,4,0,4,4,4,0,0,0,0,0,0,0,43,
"$225-$249",0,0,0,3,0,5,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
"$250-$274",0,5,0,0,3,4,6,8,6,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,47,
"$275-$299",0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,18,
"$300-$324",0,0,0,0,0,0,0,5,7,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,26,
"$325-$349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,
"$350-$374",0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,18,
"$375-$399",0,0,0,0,0,0,0,0,0,7,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,23,
"$400-$424",0,0,4,0,4,0,7,3,3,12,13,6,4,19,11,3,5,0,9,0,0,0,0,0,0,115,
"$425-$449",0,7,0,0,3,0,0,4,5,6,7,8,8,24,6,10,3,0,4,0,0,0,0,0,0,106,
"$450-$474",0,0,0,0,4,0,7,3,0,11,16,19,23,49,12,19,11,9,15,6,0,0,5,0,0,208,
"$475-$499",0,0,0,0,0,0,0,0,0,0,9,0,6,13,3,6,7,0,0,0,0,0,0,0,0,57,
"$500-$524",0,0,0,0,0,0,7,0,5,6,3,7,5,10,5,7,10,0,8,6,5,0,0,0,0,92,
"$525-$549",0,3,0,0,0,0,0,0,0,0,0,6,0,12,11,8,9,0,0,0,3,0,4,0,0,60,
"$550-$649",0,5,0,0,0,3,3,6,13,19,20,16,18,73,47,54,30,12,40,17,19,0,14,0,0,410,
"$650-$749",0,7,0,0,0,0,0,0,4,3,10,11,8,23,15,34,15,11,14,13,7,0,10,0,0,190,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,3,4,14,6,9,8,3,15,6,7,4,4,0,0,92,
"$850-$949",0,0,0,0,0,0,0,0,0,6,0,3,4,5,0,9,8,0,3,11,7,0,4,0,0,55,
"$950 and over",0,0,0,0,0,0,3,3,0,0,3,0,0,17,0,0,3,4,21,5,20,5,7,4,0,100,
"Not stated",0,10,0,4,3,3,0,0,11,0,4,0,0,3,0,0,0,0,3,3,0,0,9,7,0,74,
"Not applicable",15,53,19,50,50,155,80,136,135,155,190,160,146,331,245,231,198,142,283,253,336,103,143,51,516,4160,
"Total",14,95,28,70,120,216,134,193,196,255,293,257,240,611,379,410,309,196,411,325,407,116,209,66,514,6059,


" West Ryde - Meadowbank"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$75-$99",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,
"$100-$124",0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
"$125-$149",0,0,0,0,4,4,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,
"$150-$174",0,4,0,0,7,13,7,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
"$175-$199",0,0,0,3,11,19,11,5,0,3,0,0,0,5,7,3,0,0,0,0,0,0,0,0,0,72,
"$200-$224",0,4,0,0,4,4,3,6,7,10,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,48,
"$225-$249",0,3,0,0,4,0,5,4,9,3,0,6,0,11,0,3,0,0,0,0,0,0,0,0,0,48,
"$250-$274",0,0,0,0,5,8,7,8,7,12,11,8,3,8,7,3,5,0,0,0,0,0,0,0,0,91,
"$275-$299",0,0,0,0,3,9,3,9,15,12,13,4,4,6,0,0,0,0,0,0,0,0,3,0,0,95,
"$300-$324",3,7,0,3,11,3,13,13,33,39,31,31,18,34,9,6,4,0,3,0,0,0,4,3,0,271,
"$325-$349",0,9,5,4,0,6,15,16,10,21,30,13,18,20,9,4,4,0,0,0,0,0,0,0,0,196,
"$350-$374",0,5,4,0,8,18,12,14,32,51,36,32,26,65,25,9,8,4,0,0,0,0,4,3,0,351,
"$375-$399",0,5,4,0,5,5,12,13,17,22,24,16,19,34,17,13,14,3,8,0,0,0,11,3,0,239,
"$400-$424",0,4,4,4,4,7,10,10,13,49,55,28,29,61,32,25,15,0,10,3,0,0,5,0,0,384,
"$425-$449",0,0,0,0,0,6,6,3,11,21,15,18,14,43,19,10,10,3,10,0,0,0,0,0,0,190,
"$450-$474",0,3,0,7,0,0,7,4,4,13,21,19,17,43,23,22,15,0,10,3,0,0,6,0,0,222,
"$475-$499",0,0,0,0,0,0,0,3,8,13,7,14,12,30,13,20,5,0,8,0,0,0,3,0,0,134,
"$500-$524",0,14,0,0,0,5,4,8,8,12,10,12,9,39,21,16,11,6,16,7,0,0,6,0,0,218,
"$525-$549",0,0,0,0,0,0,0,0,0,4,10,5,4,24,9,14,11,6,7,9,0,0,3,0,0,93,
"$550-$649",3,3,0,0,0,5,14,4,17,12,31,21,23,95,52,52,42,13,41,13,10,0,20,0,0,476,
"$650-$749",0,6,0,0,0,0,0,13,0,9,5,14,14,40,20,26,21,15,14,14,9,6,13,0,0,221,
"$750-$849",0,0,0,0,0,0,0,3,0,0,8,0,3,17,15,16,14,3,17,5,12,0,3,0,0,114,
"$850-$949",0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,5,9,9,6,0,0,0,0,52,
"$950 and over",0,0,0,0,0,0,0,0,4,0,4,0,0,8,4,3,0,0,7,9,0,0,3,0,0,48,
"Not stated",0,9,0,0,10,5,0,0,9,6,3,3,6,12,8,3,0,0,0,0,0,0,12,16,0,101,
"Not applicable",13,102,36,62,58,173,118,192,200,237,242,202,231,497,322,304,243,133,276,214,212,48,144,67,1023,5359,
"Total",23,185,57,95,153,288,253,343,403,551,568,445,463,1091,613,560,410,206,427,293,256,52,244,97,1028,9136,


" Putney"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$100-$124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$150-$174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$175-$199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$200-$224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$225-$249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$250-$274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$275-$299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$300-$324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$325-$349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$350-$374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$375-$399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$400-$424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$425-$449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$450-$474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,
"$550-$649",0,0,0,0,0,0,0,0,4,3,0,0,3,5,0,3,0,0,0,0,3,0,6,0,0,36,
"$650-$749",0,0,0,0,0,0,6,0,0,0,0,5,0,3,4,6,0,8,3,0,0,0,0,0,0,33,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,16,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,16,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,3,0,3,13,3,3,0,0,46,
"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,
"Not applicable",3,16,5,17,11,32,23,46,37,41,52,47,34,99,60,80,53,36,79,107,117,74,53,17,117,1262,
"Total",3,18,5,17,12,38,33,52,50,53,54,56,43,125,67,103,58,57,94,122,135,77,64,20,116,1474,


" Denistone"
