RNTRD Rent (weekly) Ranges,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)",Partial income stated,All incomes not stated,Not applicable,Total,Suburb
Total,11,46,20,24,55,187,120,218,176,169,214,144,143,286,172,123,77,36,48,32,19,9,119,39,442,2931, Summerland Point - Gwandalan
$1-$74,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16, The Entrance
$75-$99,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14, The Entrance
$100-$124,0,0,0,8,36,44,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,130, The Entrance
$125-$149,0,0,0,0,0,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27, The Entrance
$150-$174,0,0,0,5,8,3,0,7,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,38, The Entrance
$175-$199,0,0,3,0,10,17,21,5,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,75, The Entrance
$200-$224,0,0,0,7,10,14,23,5,10,5,4,3,0,3,3,0,0,0,0,3,0,0,0,7,0,101, The Entrance
$225-$249,0,6,0,4,8,16,11,9,3,4,3,5,0,3,0,0,0,0,0,0,0,0,0,5,0,76, The Entrance
$250-$274,0,4,0,5,13,16,40,14,13,12,10,0,4,7,0,0,0,0,0,0,0,0,3,0,0,153, The Entrance
$275-$299,0,4,0,0,12,13,32,15,8,15,7,7,4,4,3,0,0,0,0,0,0,0,0,3,0,144, The Entrance
$300-$324,0,0,3,7,13,19,41,18,39,39,27,18,7,16,5,3,0,0,4,0,0,0,6,6,0,263, The Entrance
$325-$349,0,0,3,0,11,10,29,21,19,21,11,9,11,6,3,0,0,0,0,0,0,0,5,3,0,162, The Entrance
$350-$374,4,9,0,0,14,14,40,33,49,66,39,17,27,23,16,0,3,0,3,0,0,0,11,0,0,367, The Entrance
$375-$399,0,8,0,0,9,3,16,25,30,30,28,19,19,17,10,8,3,0,0,0,0,0,7,0,0,226, The Entrance
$400-$424,0,5,0,0,4,14,16,22,41,53,45,24,25,47,12,7,4,3,5,4,0,0,15,3,0,362, The Entrance
$425-$449,0,0,0,0,0,7,8,15,14,14,18,15,13,25,9,9,0,0,4,0,0,0,10,0,0,151, The Entrance
$450-$474,0,0,0,0,0,4,12,13,21,16,24,14,16,41,13,8,5,8,4,0,0,4,7,0,0,209, The Entrance
$475-$499,0,3,0,0,0,3,3,7,3,8,5,5,14,12,14,5,3,0,0,0,0,0,5,0,0,90, The Entrance
$500-$524,0,0,0,0,0,5,3,8,3,15,5,7,6,18,10,8,3,0,6,0,0,0,10,0,0,107, The Entrance
$525-$549,0,0,0,0,0,0,0,0,0,0,8,0,4,8,7,3,0,0,3,0,0,0,0,0,0,34, The Entrance
$550-$649,0,0,0,0,0,0,8,0,8,9,8,6,9,16,10,10,9,3,4,0,0,0,8,0,0,119, The Entrance
$650-$749,0,0,0,0,0,0,0,0,3,3,5,3,5,9,10,5,5,4,0,0,0,0,5,0,0,63, The Entrance
$750-$849,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20, The Entrance
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6, The Entrance
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13, The Entrance
Not stated,0,5,4,0,5,0,8,5,12,3,7,3,3,0,0,3,0,0,0,0,0,0,3,38,0,92, The Entrance
Not applicable,21,67,37,69,103,379,191,347,313,273,315,190,210,387,232,215,117,68,115,66,56,21,157,144,2733,6816, The Entrance
Total,35,111,56,113,260,615,524,577,605,583,566,352,375,641,355,284,164,83,153,86,66,24,255,236,2730,9858, The Entrance
$1-$74,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Toukley - Norah Head
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3, Toukley - Norah Head
$100-$124,0,0,3,0,11,14,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,43, Toukley - Norah Head
$125-$149,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18, Toukley - Norah Head
$150-$174,0,0,0,0,3,6,13,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38, Toukley - Norah Head
$175-$199,0,0,5,3,3,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46, Toukley - Norah Head
$200-$224,0,0,0,0,4,12,17,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,63, Toukley - Norah Head
$225-$249,0,0,0,0,3,21,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,59, Toukley - Norah Head
$250-$274,0,6,0,3,4,13,10,5,15,6,6,8,6,3,0,0,0,0,0,0,0,0,0,5,0,88, Toukley - Norah Head
$275-$299,0,0,0,4,6,9,11,8,5,7,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,53, Toukley - Norah Head
$300-$324,0,3,0,5,11,14,15,19,20,31,14,12,8,13,0,0,0,0,0,0,0,0,5,4,0,164, Toukley - Norah Head
$325-$349,0,0,0,0,5,4,14,14,15,12,8,8,5,8,0,0,0,0,0,0,0,0,9,4,0,105, Toukley - Norah Head
$350-$374,0,0,4,0,0,10,15,20,18,32,25,17,16,10,10,4,0,0,0,0,0,0,5,3,0,198, Toukley - Norah Head
$375-$399,0,0,0,0,3,4,3,12,7,14,14,12,9,12,5,8,3,0,5,0,0,0,4,0,0,111, Toukley - Norah Head
$400-$424,0,0,0,3,3,5,13,15,16,10,17,13,12,18,10,4,3,0,0,0,0,0,10,3,0,144, Toukley - Norah Head
$425-$449,0,0,0,0,0,3,7,5,6,0,8,0,10,11,4,4,6,0,0,0,0,0,0,0,0,49, Toukley - Norah Head
$450-$474,0,0,0,0,4,0,0,6,5,3,6,5,8,12,5,5,0,0,0,0,3,0,6,0,0,63, Toukley - Norah Head
$475-$499,0,0,0,0,0,0,4,4,4,0,3,0,0,7,0,4,0,0,3,0,0,0,0,0,0,37, Toukley - Norah Head
$500-$524,0,0,0,0,0,0,0,7,0,8,4,0,5,6,4,3,3,0,0,0,0,0,5,0,0,38, Toukley - Norah Head
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13, Toukley - Norah Head
$550-$649,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,5,0,0,33, Toukley - Norah Head
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,13, Toukley - Norah Head
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5, Toukley - Norah Head
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Toukley - Norah Head
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12, Toukley - Norah Head
Not stated,0,0,0,0,0,5,3,3,0,4,11,3,0,6,0,0,0,0,0,0,0,0,0,5,0,46, Toukley - Norah Head
Not applicable,16,39,14,37,81,276,157,228,192,210,195,140,135,227,180,135,82,40,71,48,31,13,130,100,698,3464, Toukley - Norah Head
Total,24,56,26,60,151,413,313,362,312,363,320,221,203,334,232,169,108,40,83,49,30,18,184,136,705,4900, Toukley - Norah Head
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Tuggerah - Kangy Angy
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Tuggerah - Kangy Angy
$100-$124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Tuggerah - Kangy Angy
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Tuggerah - Kangy Angy
$150-$174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Tuggerah - Kangy Angy
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Tuggerah - Kangy Angy
$200-$224,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Tuggerah - Kangy Angy
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Tuggerah - Kangy Angy
$250-$274,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15, Tuggerah - Kangy Angy
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Tuggerah - Kangy Angy
$300-$324,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16, Tuggerah - Kangy Angy
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11, Tuggerah - Kangy Angy
$350-$374,0,0,0,0,0,0,5,5,3,10,3,6,0,8,3,0,0,0,0,0,0,0,0,0,0,51, Tuggerah - Kangy Angy
$375-$399,0,0,0,0,0,0,5,5,0,5,8,3,3,8,4,3,0,0,0,0,0,0,4,6,0,53, Tuggerah - Kangy Angy
$400-$424,0,0,0,0,0,0,0,5,5,10,7,7,8,25,6,0,3,0,0,0,0,0,3,0,0,89, Tuggerah - Kangy Angy
$425-$449,0,0,0,0,0,0,0,7,0,5,7,6,5,5,0,0,3,0,0,0,0,0,0,0,0,47, Tuggerah - Kangy Angy
$450-$474,0,0,0,0,0,4,0,4,6,7,0,7,4,9,3,3,0,0,0,3,0,0,0,0,0,58, Tuggerah - Kangy Angy
$475-$499,0,0,0,0,0,0,0,0,0,0,3,6,5,9,4,0,0,0,0,0,0,0,3,0,0,30, Tuggerah - Kangy Angy
$500-$524,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,0,0,0,0,0,0,0,3,0,0,24, Tuggerah - Kangy Angy
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,21, Tuggerah - Kangy Angy
$550-$649,0,3,0,0,0,0,0,0,3,0,3,4,4,10,7,7,0,4,0,0,0,0,3,0,0,67, Tuggerah - Kangy Angy
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,17, Tuggerah - Kangy Angy
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Tuggerah - Kangy Angy
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Tuggerah - Kangy Angy
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Tuggerah - Kangy Angy
Not stated,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16, Tuggerah - Kangy Angy
Not applicable,3,17,6,13,29,82,48,82,65,88,91,73,71,155,112,87,59,43,55,30,21,3,65,21,150,1471, Tuggerah - Kangy Angy
Total,3,26,6,16,36,91,76,115,95,135,145,118,110,256,149,117,74,54,59,36,28,4,95,27,150,2020, Tuggerah - Kangy Angy
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3, Warnervale - Wadalba
$75-$99,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Warnervale - Wadalba
$100-$124,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18, Warnervale - Wadalba
$125-$149,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Warnervale - Wadalba
$150-$174,0,0,0,0,0,13,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38, Warnervale - Wadalba
$175-$199,0,0,0,0,8,9,7,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35, Warnervale - Wadalba
$200-$224,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15, Warnervale - Wadalba
$225-$249,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19, Warnervale - Wadalba
$250-$274,0,0,0,0,3,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37, Warnervale - Wadalba
$275-$299,0,0,0,0,0,3,0,4,5,8,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18, Warnervale - Wadalba
$300-$324,0,0,0,0,0,0,4,4,5,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,31, Warnervale - Wadalba
$325-$349,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Warnervale - Wadalba
$350-$374,0,0,0,0,5,4,3,7,8,19,4,13,5,9,0,3,0,0,0,0,0,0,0,0,0,83, Warnervale - Wadalba
$375-$399,0,0,0,0,0,0,4,12,3,8,10,12,6,9,4,0,0,0,0,0,0,0,0,0,0,71, Warnervale - Wadalba
$400-$424,0,0,0,0,5,4,7,8,8,10,20,11,10,17,3,3,0,0,0,0,0,0,8,3,0,123, Warnervale - Wadalba
$425-$449,0,0,0,0,0,5,0,5,3,7,8,9,10,12,7,4,3,0,0,0,0,0,8,0,0,91, Warnervale - Wadalba
$450-$474,0,0,0,0,0,3,6,4,10,14,16,13,16,36,21,9,11,3,3,0,0,0,10,3,0,183, Warnervale - Wadalba
$475-$499,0,0,0,0,0,0,5,11,0,21,15,17,23,23,19,10,11,0,4,4,0,0,14,0,0,178, Warnervale - Wadalba
$500-$524,0,0,0,0,0,0,14,15,23,24,35,18,40,77,45,27,21,9,0,5,6,0,19,8,0,389, Warnervale - Wadalba
$525-$549,0,0,0,0,0,4,3,3,6,9,12,10,12,32,26,7,7,3,6,0,0,0,11,0,0,169, Warnervale - Wadalba
$550-$649,0,0,0,0,0,0,8,11,12,17,20,20,31,56,52,36,11,17,11,12,0,0,20,0,3,335, Warnervale - Wadalba
$650-$749,0,0,0,0,0,0,0,4,0,4,0,0,0,11,3,6,0,5,8,4,0,0,4,0,0,51, Warnervale - Wadalba
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14, Warnervale - Wadalba
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Warnervale - Wadalba
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Warnervale - Wadalba
Not stated,3,7,4,0,0,0,4,3,3,3,0,3,3,7,5,0,3,0,0,0,0,0,8,5,0,62, Warnervale - Wadalba
Not applicable,9,57,19,28,48,207,130,265,210,219,235,207,247,516,482,425,257,136,185,124,52,14,211,72,455,4827, Warnervale - Wadalba
Total,16,73,25,43,81,276,208,381,321,367,393,338,412,815,681,544,323,182,220,154,56,10,322,98,455,6807, Warnervale - Wadalba
$1-$74,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Wyong
$75-$99,0,3,0,8,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29, Wyong
$100-$124,0,3,0,5,26,44,0,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,104, Wyong
$125-$149,0,3,0,3,9,9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,39, Wyong
$150-$174,0,0,0,0,5,10,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40, Wyong
$175-$199,0,0,0,0,8,8,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44, Wyong
$200-$224,0,0,0,0,3,12,3,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38, Wyong
$225-$249,0,0,0,0,4,4,9,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35, Wyong
$250-$274,0,0,0,0,0,7,0,9,6,5,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,46, Wyong
$275-$299,0,0,0,0,0,5,3,0,0,8,4,3,3,0,3,0,0,0,0,0,0,0,3,0,0,39, Wyong
$300-$324,0,0,0,0,4,0,10,12,4,17,11,0,5,0,5,4,0,0,3,0,0,0,5,0,0,87, Wyong
$325-$349,0,0,0,0,0,0,4,16,7,9,8,7,9,4,0,3,0,0,0,0,0,0,0,0,0,69, Wyong
$350-$374,0,3,0,0,3,8,4,12,16,14,17,3,14,9,4,0,3,0,0,0,0,0,10,0,0,135, Wyong
$375-$399,0,0,0,0,0,0,9,6,13,14,13,10,6,12,8,0,0,0,0,0,0,0,3,3,0,99, Wyong
$400-$424,0,0,0,0,5,0,4,5,13,12,22,9,17,21,9,5,3,3,0,0,0,0,3,0,0,143, Wyong
$425-$449,0,0,0,0,0,0,0,3,8,11,11,6,4,8,8,0,0,0,0,0,0,0,3,0,0,72, Wyong
$450-$474,0,0,0,0,0,0,4,3,0,12,9,6,4,11,11,8,0,0,0,4,0,0,0,5,0,89, Wyong
$475-$499,0,0,0,0,4,0,0,0,6,3,7,5,5,3,12,5,0,0,0,0,0,0,0,0,0,50, Wyong
$500-$524,0,0,0,0,0,0,0,4,4,0,7,10,4,6,0,3,0,0,0,0,0,0,8,0,0,47, Wyong
$525-$549,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16, Wyong
$550-$649,4,0,0,0,0,3,0,6,4,4,0,4,6,8,5,5,0,0,0,0,0,0,10,0,0,57, Wyong
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12, Wyong
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Wyong
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Wyong
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Wyong
Not stated,3,6,0,0,10,12,3,5,8,3,4,0,0,0,0,0,0,0,0,0,0,0,5,18,0,73, Wyong
Not applicable,9,34,18,27,48,181,108,139,167,161,157,121,91,216,142,96,69,43,48,36,26,3,100,77,414,2540, Wyong
Total,18,58,25,47,138,311,198,256,306,294,279,186,176,318,212,142,87,48,60,43,24,10,160,116,417,3920, Wyong
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Bathurst - East
$75-$99,0,0,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23, Bathurst - East
$100-$124,0,0,0,0,11,13,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50, Bathurst - East
$125-$149,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17, Bathurst - East
$150-$174,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33, Bathurst - East
$175-$199,0,0,0,0,5,7,7,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34, Bathurst - East
$200-$224,0,0,0,0,0,10,8,9,7,11,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,56, Bathurst - East
$225-$249,0,0,0,0,3,4,7,3,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,36, Bathurst - East
$250-$274,0,0,0,0,0,0,4,5,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25, Bathurst - East
$275-$299,0,0,0,0,0,0,3,0,8,5,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,39, Bathurst - East
$300-$324,0,4,0,0,0,3,7,3,8,13,12,3,10,3,4,3,0,0,0,0,0,0,6,0,0,82, Bathurst - East
$325-$349,0,0,0,0,0,0,0,5,4,12,6,5,3,8,4,0,0,0,0,0,0,0,4,0,0,49, Bathurst - East
$350-$374,0,0,0,0,0,0,8,11,8,18,13,5,6,10,5,0,0,0,0,0,0,0,7,0,0,98, Bathurst - East
$375-$399,0,0,0,0,0,0,4,5,4,11,9,7,5,14,7,0,0,6,0,0,0,0,3,0,0,71, Bathurst - East
$400-$424,0,0,0,0,0,0,6,4,8,11,12,13,9,28,13,7,7,0,3,0,0,0,0,0,0,133, Bathurst - East
$425-$449,0,0,0,0,0,0,0,0,4,4,0,3,6,21,12,8,0,3,0,0,0,0,7,0,0,80, Bathurst - East
$450-$474,0,0,0,0,0,0,0,3,3,6,11,4,7,17,16,7,10,0,0,0,0,0,10,0,0,93, Bathurst - East
$475-$499,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4,4,0,0,3,0,0,0,4,0,0,40, Bathurst - East
$500-$524,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,0,0,0,3,0,0,24, Bathurst - East
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10, Bathurst - East
$550-$649,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,15, Bathurst - East
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst - East
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst - East
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst - East
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Bathurst - East
Not stated,0,0,0,0,3,0,0,5,0,4,0,4,0,3,0,0,0,0,0,0,0,0,3,9,0,34, Bathurst - East
Not applicable,8,39,20,24,52,156,94,177,171,198,198,204,172,390,306,228,157,104,115,75,40,10,185,57,386,3567, Bathurst - East
Total,14,43,27,40,81,213,156,241,251,296,291,263,231,524,384,272,182,106,136,83,46,15,252,73,386,4625, Bathurst - East
$1-$74,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Bathurst Surrounds
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst Surrounds
$100-$124,0,0,0,0,4,5,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16, Bathurst Surrounds
$125-$149,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Bathurst Surrounds
$150-$174,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Bathurst Surrounds
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Bathurst Surrounds
$200-$224,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15, Bathurst Surrounds
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,7, Bathurst Surrounds
$250-$274,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20, Bathurst Surrounds
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9, Bathurst Surrounds
$300-$324,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,24, Bathurst Surrounds
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Bathurst Surrounds
$350-$374,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17, Bathurst Surrounds
$375-$399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Bathurst Surrounds
$400-$424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Bathurst Surrounds
$425-$449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Bathurst Surrounds
$450-$474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Bathurst Surrounds
$475-$499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst Surrounds
$500-$524,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9, Bathurst Surrounds
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst Surrounds
$550-$649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Bathurst Surrounds
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst Surrounds
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst Surrounds
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst Surrounds
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bathurst Surrounds
Not stated,0,0,0,0,0,4,0,6,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25, Bathurst Surrounds
Not applicable,10,31,27,19,45,118,69,124,129,146,140,95,118,218,188,151,118,56,90,69,41,11,142,59,569,2775, Bathurst Surrounds
Total,10,30,27,22,53,135,76,141,145,171,146,107,130,245,205,156,123,56,97,77,46,11,153,60,570,2988, Bathurst Surrounds
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Oberon
$75-$99,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Oberon
$100-$124,0,0,0,0,0,15,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26, Oberon
